0.3800203674465144	nan
0.31394229536930823	glad
0.2787621780643798	amazing
0.2675841286770794	highly
0.26026877726257786	satisfied
0.25725503873408784	fantastic
0.24261042665048332	love
0.2244220575581366	best
0.22313142444752718	loves
0.22068679345473605	awesome
0.20852832680147212	pleased
0.20392224552710808	excellent
0.2014652330394704	wonderful
0.17959227544014109	perfectly
0.17214118166596518	favorite
0.16629298889666885	perfect
0.16514418477242598	research
0.15687903082004176	apple
0.15430520171092252	knew
0.14795684317969493	impressed
0.14541444583513793	minor
0.14262910878929974	havent
0.13891896379487176	happy
0.1336291034307534	difference
0.1332973651109554	special
0.13326053984982764	recently
0.13304939389195938	decision
0.1326115804045517	great
0.12476487345241043	easy
0.1225196582469066	toys
0.11840989170744054	ease
0.11829155653937916	age
0.11813454631963932	decided
0.11312089912353379	easier
0.1130703529044664	strong
0.11198064726688074	daily
0.10958074245102266	technology
0.1089265112600517	players
0.10702670838694336	truly
0.10539636476290448	dealership
0.1046405684767267	hd
0.10250889663997068	ask
0.10230064072394847	durable
0.10099134158791244	allows
0.09936880647294251	needed
0.0991702614520263	clear
0.09890724513738501	digital
0.09753072858025184	birthday
0.09725406915574358	picked
0.0944726845131047	runs
0.09389328513717715	anyway
0.09362091948294833	electric
0.09339496127187455	free
0.09257761309997546	upgraded
0.09179356323976585	fits
0.0916047959457999	running
0.09157697216632706	super
0.09148186999892727	surprised
0.09138596579396382	receiver
0.09059100431145847	prices
0.08985737006728174	friend
0.08916395541590227	shopping
0.0885933662328918	fast
0.08830304183935869	photo
0.0881258386019513	daughter
0.08719875132046406	solid
0.086300506172938	brake
0.08537055871140464	included
0.08460444910862021	including
0.08434234197250473	flat
0.08374309866838389	bike
0.08340717247032806	grill
0.08319246949741976	wear
0.08215765520938693	world
0.08212565472173604	everything
0.08160989287230735	complaints
0.08122582560499067	saw
0.08117735281881099	simple
0.08067616339215002	powerful
0.08042054753025664	son
0.0800981390732986	remember
0.07997593988611824	chose
0.07980762422946051	ready
0.07915036763838854	mouse
0.07816416932433633	covered
0.07769778815248891	ac
0.0775224277438362	exhaust
0.0772270342920679	reliable
0.07627865393823002	monitor
0.07572507225348982	everyone
0.07568071662550009	series
0.07555122285385728	far
0.0752356284037667	friends
0.07393944811320667	compared
0.07390340899024635	review
0.07358524432737668	owned
0.07337655738389405	yet
0.07282900573698621	life
0.07254983766041281	guy
0.07219978106561932	market
0.07208560152293676	games
0.07189944520731524	weather
0.07135345089373636	original
